ProductName,Description,Predicted productBrand,Predicted Color,Predicted Gender
Harvard Men Blue Sneakers,"A pair of round-toe blue sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Harvard,Blue,Men
LA LOFT Women Blue & White Regular Fit Striped Casual Shirt,"Blue and White striped casual shirt, has a mandarin collar, long sleeves, button placket, and curved hem",LA LOFT,Blue,Women
Cherry Crumble Boys Red & Blue Solid Cardigan,"Red and Blue solid cardigan, has a mock collar, long sleeves, zip closure, and ribbed hem",Cherry Crumble,Blue,Boys
Roadster Men Navy Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Soumya White & Green Single Window Curtain,Set content: Single Window curtainsColour: White and GreenPattern: Floral WindowLight blocking: RegularFitting: EyeletLining: No,Soumya, Green,Unisex
Soumya White Set of Single Long Door Curtains,Set content: Single Long Door curtainsColour: WhitePattern: Self Design Long DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, White,Unisex
Sir Corbett Men Tan Brown Semiformal Derbys,A pair of tan round-toed semiformal Derbys with side lace-upsSynthetic upperCushioned footbedTextured PU outsole with a stacked heel,Sir Corbett, Brown,Men
Veni Vidi Vici Women Yellow Solid Bodycon Dress,"Yellow solid knitted bodycon dress with tie-up detail, has shoulder straps, straight hem",Veni Vidi Vici, Yellow,Women
Roadster Women Navy Blue Skinny Fit High-Rise Clean Look Stretchable Jeans,"Navy blue dark wash 5-pocket high-rise jeans with frayed detail at the hem, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Soumya White Set of Single Long Door Curtains,Set content: Single Long Door curtainsColour: WhitePattern: Self Design Long DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, White,Unisex
Fame Forever by Lifestyle Men Navy Blue Printed Round Neck T-shirt,"Navy Blue printed T-shirt, has a round neck, and short sleeves",Fame Forever by Lifestyle,Blue,Men
Titan Men White Analogue Watch 90106KM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Date Aperture, Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Arrow Sport Off-White Woollen Cardigan,"Off-white and navy blue cardigan, has a V-neck, a full button placket, long sleeves with elbow patches",Arrow Sport, White,Men
Veni Vidi Vici Red Solid Ruched Bodycon Dress,"Red solid knitted bodycon dress with tie-up detail, has shoulder straps, sleeveless, and straight hem",Veni Vidi Vici, Red,Women
Yuris Women Pink & White Printed Straight Kurta,"Pink and white printed straight kurta, has a keyhole neck, sleeveless, straight hem, and side slits",Yuris, White,Women
Roadster Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Jeans,"Grey medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
HERE&NOW Women Black & Green Printed Shorts,"Black and green printed mid-rise regular shorts, has 2 pockets, and drawstring closure",HERE&NOW, Green,Women
Red Tape Men Black Leather Formal Slip-Ons,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesLeather upper, has a textured detailCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
Sonata Blush Women Navy Blue Analogue watch 8151WM03,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Rose Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata,Blue,Women
Sonata Reloaded Men Blue Analogue watch 7924SM07,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata,Blue,Men
Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Men
Fastrack Women Black Analogue Watch 68009PP04,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Pink regular, silicon strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, Black,Women
CODE by Lifestyle Men Grey & Navy Blue Regular Fit Checked Casual Shirt,"Grey and Navy Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Elizabeth Arden Beautiful Color Seductive Magenta Bold Liquid Lipstick 09,"Shade nameSeductive Magenta 09What it isLiquid lipstickWhat it doesCreamy, high impact lip color combines the coverage and intensity of lipstick with the finish of a glossLips are saturated with intense color while rich emollients leave them feeling luxuriously moisturised and comfortableLong-lasting color that doesn't feather or bleedUsing the unique flocked tip applicator, push the lever of the click pen up to release just the right amount of product.",Elizabeth Arden, Magenta,Women
LA LOFT Women Blue Solid Crop Top,"Blue solid woven regular crop top, has a mandarin collar, short sleeves and ruffle detail",LA LOFT,Blue,Women
Titan Neo Men White Analogue watch 1806SL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Black regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a  Titan case",Titan, White,Men
Oxolloxo Men Navy Blue Regular Fit Solid Regular Trousers,"Navy Blue solid mid-rise trousers, button closure, and 4 pockets",Oxolloxo,Blue,Men
Roadster Women Grey Skinny Fit Mid-Rise Low Distress Stretchable Cropped Jeans,"Grey light wash 5-pocket mid-rise jeans, low distress, light fade, has a button and zip closure, and waistband with belt loops",Roadster, Grey,Women
Titan Men Black Analogue Watch 1774YL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset Time, CalendarStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
ColorPlus Men Beige Regular Fit Printed Casual Shirt,"Beige printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",ColorPlus, Beige,Men
Yuris Women Green & Blue Printed Kurta with Palazzos,"Green and blue printed kurta with palazzosGreen and blue straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hemGreen and blue checked palazzos, slip-on closure",Yuris,Blue,Women
HERE&NOW Women Off-White Printed Regular Fit Regular Shorts,"Off-White printed mid-rise regular shorts, has 2 pockets, button and zip closure, waist tie-ups",HERE&NOW, White,Women
Sonata Splash Women White Analogue watch 87019YL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Pink regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Women
Cherry Crumble Girls Grey Printed Sweater,"Grey printed sweater, has a round neck, long sleeves, and straight hem",Cherry Crumble, Grey,Girls
Roadster Women Grey Skinny Fit Mid-Rise Clean Look Jeans,"Grey medium wash 4-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Roadster,Blue,Women
Dynamocks Unisex Yellow & Green Patterned Calf-Length Socks,"A pair of yellow and green patterned calf-length socks, has an elasticated mouth and a flat-toe seam",Dynamocks, Green,Unisex
Titan Octane Men White Analogue watch 90104KL01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: ChronographStrap style: Brown regular, leather strap with a foldover closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, White,Men
Kvsfab Women Multicoloured Maxi Dress,"Multicoloured printed knitted maxi %S, has a round neck, three-quarter sleeves, concealed zip closure, and asymmetric hem",Kvsfab, Red,Women
INCOLOR Women Purple Jewel Queen 12 Lipstick 3.7g,"What It Is?:INCOLOR Women Jewel Queen 12 Lipstick 3.7gColour Shade Name:PurpleWhat It Does?:Incolor's Jewel Queen Lipstick is a rich and nourishing lipstick packed with a creamy texture that glides on smoothly, is super long wearing and easy to apply. The lipstick glides on easily to deliver an instant pop of colour. It is specially formulated to provide your lips with a glossy finish and a moisturizing rich coverage for ultra-pigmented lips.Features:Ultra nourishing lip colour that delivers a full impact colourIt features a rich yet lightweight creme-based formulaProvides a silky smooth finish and a great colour pay offThe ultra comfortable formula, glides on like a dreamAbout The Brand:Established in 2009, INCOLOR is a leading global beauty company bringing a wide range of luxurious, high-quality makeup products at affordable prices. The products have international formulations and packaging with the premium appeal and high level of research to ensure that the products stand the test of quality and consistency.",INCOLOR,nan,Women
Soumya Orange Single Door Curtain,Set content: Single Door curtainColour: OrangePattern: Self Design DoorLight blocking: RegularFitting: EyeletLining: No,Soumya, Orange,Unisex
ColorPlus Men Blue Tailored Fit Solid Casual Shirt,"Blue solid casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",ColorPlus,Blue,Men
Red Tape Men Black Leather Formal Slip-Ons,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesLeather upper, has a textured detailCushioned footbedTextured TPR outsoleWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer",Red Tape, Red,Men
HOME DECOR INDIA Set of 4 Red & Gold-Toned Napkin Holders,Set Content: 4 Napkin HoldersColour: Red and gold-tonedMaterial: MetalPattern: Printed,HOME DECOR INDIA, Red,Unisex
CODE by Lifestyle Men Navy Blue Slim Fit Striped Formal Shirt,"Navy Blue striped formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle,Blue,Men
Besiva Women Sea Green Solid Round Neck T-shirt,"Sea Green solid T-shirt, has a round neck, short sleeves",Besiva, Green,Women
Vishudh Women Sea Green Shirt Dress,"Sea Green printed woven shirt %S, has a shirt collar, three-quarter sleeves, button closure, and flared hem",Vishudh, Green,Women
CODE by Lifestyle Men Orange & Off-White Regular Fit Checked Casual Shirt,"Orange and Off-white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",CODE by Lifestyle, White,Men
Soumya Turquoise Blue Single Door Curtain,Set content: Single Door curtainColour: Turquoise BluePattern: Self DesignLight blocking: RegularFitting: EyeletLining: No,Soumya,Blue,Unisex
Sonata Sleek Men White Analogue watch 7131SL02,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Blue regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case",Sonata, White,Men
DODO & MOA Women White & Blue Regular Fit Striped Culottes,"White and Blue striped mid-rise trousers, slip-on closure, and 2 pocketsComes with a fabric belt",DODO & MOA,Blue,Women
Sonata Pair 2018 Unisex Blue Analogue watch NL79538118YM01,"Set of 2 Analogue watchDisplay: AnalogueMovement: QuartzPower source: BatteryDial style: Solid rectangular metal dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mDisplay: AnalogueMovement: QuartzPower source: BatteryDial style: Solid oval metal dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturerComes in a signature Sonata case",Sonata,Blue,Unisex
Titan Men Black Analogue Watch 90100SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Titan, Black,Men
Fastrack Men White Analogue Watch 3168SM01,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case",Fastrack, White,Men
